,Date,Close,signal,S_Return,trade_num,Return,Market_Return,Strategy_Return,Portfolio Value
0,2018-09-01,295.34100341796875,1,,0,,,,
1,2018-09-02,294.3710021972656,0,-0.0032897485087026337,0,-0.0032897485087026337,-0.0032897485087026337,-0.0032897485087026337,9967.102514912973
2,2018-09-03,289.2590026855469,0,0.0002380952380952381,0,-0.017518394205814566,-0.0208081427145172,-0.0030516532706073955,9969.483467293925
3,2018-09-04,285.7229919433594,0,0.0002380952380952381,0,-0.0122997080021474,-0.0331078507166646,-0.0028135580325121578,9971.86441967488
4,2018-09-05,232.33099365234375,0,0.0002380952380952381,0,-0.20685973014550266,-0.23996758086216724,-0.0025754627944169196,9974.245372055831
5,2018-09-06,230.21499633789062,0,0.0002380952380952381,0,-0.009149412691399001,-0.24911699355356626,-0.0023373675563216813,9976.626324436784
6,2018-09-07,217.2030029296875,0,0.0002380952380952381,0,-0.058181225380033896,-0.30729821893360015,-0.002099272318226443,9979.007276817734
7,2018-09-08,197.9510040283203,0,0.0002380952380952381,0,-0.09281286793711542,-0.4001110868707156,-0.0018611770801312052,9981.388229198688
8,2018-09-09,196.9239959716797,0,0.0002380952380952381,0,-0.005201698625353381,-0.405312785496069,-0.0016230818420359672,9983.76918157964
9,2018-09-10,197.07899475097656,0,0.0002380952380952381,0,0.000786789902322382,-0.4045259955937466,-0.001384986603940729,9986.150133960593
10,2018-09-11,185.0659942626953,0,0.0002380952380952381,0,-0.06289214973606629,-0.46741814532981285,-0.0011468913658454908,9988.531086341545
11,2018-09-12,183.33099365234375,0,0.0002380952380952381,0,-0.009419259630456542,-0.47683740496026944,-0.0009087961277502528,9990.912038722498
12,2018-09-13,211.35400390625,0,0.0002380952380952381,0,0.14224124368727617,-0.33459616127299324,-0.0006707008896550147,9993.29299110345
13,2018-09-14,211.74899291992188,0,0.0002380952380952381,0,0.0018671062667101883,-0.3327290550062831,-0.0004326056515597766,9995.673943484402
14,2018-09-15,223.07400512695312,0,0.0002380952380952381,0,0.052102000427443416,-0.28062705457883963,-0.0001945104134645385,9998.054895865354
15,2018-09-16,220.58900451660156,0,0.0002380952380952381,0,-0.011202315918008644,-0.29182937049684826,4.35848246306996e-05,10000.435848246307
